9,0.99965,0.57255,0.051347000000000004,0.77272,0.15728,0.5443,0.72487
9,0.99965,0.57262,0.051347000000000004,0.6795,0.1573,0.54352,0.72336
9,0.99965,0.57257,0.051347000000000004,0.6602600000000001,0.15729,0.54399,0.72195
9,0.99965,0.57267,0.051347000000000004,0.67147,0.15729,0.54372,0.72067
9,0.99965,0.5736899999999999,0.051347000000000004,0.6794100000000001,0.15729,0.54387,0.7195699999999999
9,0.99965,0.57517,0.051346,0.6804100000000001,0.15729,0.5438,0.7187100000000001
9,0.99965,0.57572,0.051347000000000004,0.6775899999999999,0.15729,0.54381,0.71815
9,0.99965,0.57567,0.051346,0.70234,0.15729,0.54386,0.7179800000000001
9,0.99965,0.5756899999999999,0.051352999999999996,0.6544300000000001,0.15729,0.54374,0.71824
9,0.99965,0.57568,0.051363,0.71806,0.15729,0.54395,0.7190300000000001
9,0.99965,0.5756899999999999,0.051329,0.78375,0.15729,0.54361,0.72041
9,0.99965,0.57568,0.051324,0.6398199999999999,0.15729,0.54415,0.72244
9,0.99965,0.5756899999999999,0.051325,0.67683,0.15729,0.54333,0.72519
9,0.99965,0.5756899999999999,0.051324,0.69423,0.15729,0.5445399999999999,0.72869
9,0.99965,0.57568,0.051325,0.75285,0.15729,0.54274,0.73292
9,0.99965,0.5756899999999999,0.051324,0.66972,0.15729,0.54562,0.7378399999999999
9,0.99965,0.57568,0.051325,0.6329,0.15729,0.53987,0.74341
9,0.99965,0.5756899999999999,0.051325,0.64431,0.15729,0.56622,0.74958
9,0.99965,0.57575,0.051324,0.64394,0.15729,0.63158,0.7563
9,0.99965,0.57697,0.051325,0.6442399999999999,0.15729,0.61031,0.7635
9,0.99965,0.57776,0.051324,0.65049,0.15729,0.6791699999999999,0.77113
9,0.99965,0.5776899999999999,0.051325,0.66703,0.15729,0.69577,0.77913
9,0.99965,0.57772,0.051323,0.62,0.15729,0.74949,0.78741
9,0.99965,0.5777100000000001,0.051332,0.76804,0.15729,0.77853,0.7959
9,0.99965,0.5777100000000001,0.051345,0.68155,0.15729,0.8344,0.8045
9,0.99965,0.57772,0.051342,0.62405,0.15729,0.8551700000000001,0.81313
9,0.99965,0.57775,0.05134400000000001,0.6605800000000001,0.15729,0.8948799999999999,0.82168
9,0.99965,0.57892,0.05134299999999999,0.70308,0.15729,0.9413100000000001,0.83004
9,0.99965,0.57968,0.05134299999999999,0.70255,0.15729,0.9273899999999999,0.83815
9,0.99965,0.5796,0.05134299999999999,0.61563,0.15729,0.9352299999999999,0.84588
9,0.99965,0.57965,0.05134400000000001,0.62154,0.15729,0.9304,0.85316
9,0.99965,0.57962,0.051342,0.6189899999999999,0.15729,0.93342,0.8599100000000001
9,0.99965,0.57963,0.051345,0.62284,0.15729,0.93155,0.86606
9,0.99965,0.57963,0.05134,0.61441,0.15729,0.93268,0.87156
